SignatureId	TargetGene	CGSID	CellLine	Time	is_exemplar
LINCSKD_6193	PWP1	CGS001-11137	A549	96 h	1
LINCSKD_6194	PXK	CGS001-54899	A549	96 h	1
LINCSKD_6195	PXMP2	CGS001-5827	A549	96 h	1
LINCSKD_6196	PXN	CGS001-5829	A549	96 h	1
LINCSKD_6197	PYCR1	CGS001-5831	A549	96 h	1
LINCSKD_6198	PYCRL	CGS001-65263	A549	96 h	1
LINCSKD_6199	PYGL	CGS001-5836	A549	96 h	1
LINCSKD_6200	QARS	CGS001-5859	A549	96 h	1
LINCSKD_6201	QDPR	CGS001-5860	A549	96 h	1
LINCSKD_6202	QPCT	CGS001-25797	A549	96 h	1
LINCSKD_6203	QPRT	CGS001-23475	A549	96 h	1
LINCSKD_6204	QRFPR	CGS001-84109	A549	96 h	1
LINCSKD_6205	QRSL1	CGS001-55278	A549	96 h	1
LINCSKD_6206	RAB11A	CGS001-8766	A549	96 h	1
LINCSKD_6207	RAB11FIP2	CGS001-22841	A549	96 h	1
LINCSKD_6208	RAB1B	CGS001-81876	A549	96 h	1
LINCSKD_6209	RAB21	CGS001-23011	A549	96 h	1
LINCSKD_6210	RAB23	CGS001-51715	A549	96 h	1
LINCSKD_6211	RAB27A	CGS001-5873	A549	96 h	1
LINCSKD_6212	RAB31	CGS001-11031	A549	96 h	1
LINCSKD_6213	RAB3GAP1	CGS001-22930	A549	96 h	1
LINCSKD_6214	RAB4A	CGS001-5867	A549	96 h	1
LINCSKD_6215	RAB5A	CGS001-5868	A549	96 h	1
LINCSKD_6216	RAB5B	CGS001-5869	A549	96 h	1
LINCSKD_6217	RAB7A	CGS001-7879	A549	96 h	1
LINCSKD_6218	RABGGTA	CGS001-5875	A549	96 h	1
LINCSKD_6219	RAC1	CGS001-5879	A549	96 h	1
LINCSKD_6220	RAC3	CGS001-5881	A549	96 h	1
LINCSKD_6221	RAD1	CGS001-5810	A549	96 h	1
LINCSKD_6222	RAD23B	CGS001-5887	A549	96 h	1
LINCSKD_6223	RAD50	CGS001-10111	A549	96 h	1
LINCSKD_6224	RAD51	CGS001-5888	A549	96 h	1
LINCSKD_6225	RAD51C	CGS001-5889	A549	96 h	1
LINCSKD_6226	RAD54L	CGS001-8438	A549	96 h	1
LINCSKD_6227	RAD9A	CGS001-5883	A549	96 h	1
LINCSKD_6228	RAE1	CGS001-8480	A549	96 h	1
LINCSKD_6229	RAF1	CGS001-5894	A549	96 h	1
LINCSKD_6230	RAI14	CGS001-26064	A549	96 h	1
LINCSKD_6231	RALA	CGS001-5898	A549	96 h	1
LINCSKD_6232	RALB	CGS001-5899	A549	96 h	1
LINCSKD_6233	RALBP1	CGS001-10928	A549	96 h	1
LINCSKD_6234	RALGDS	CGS001-5900	A549	96 h	1
LINCSKD_6235	RAMP1	CGS001-10267	A549	96 h	1
LINCSKD_6236	RAN	CGS001-5901	A549	96 h	1
LINCSKD_6237	RANBP9	CGS001-10048	A549	96 h	1
LINCSKD_6238	RAP1A	CGS001-5906	A549	96 h	1
LINCSKD_6239	RAP1GAP	CGS001-5909	A549	96 h	1
LINCSKD_6240	RAP1GDS1	CGS001-5910	A549	96 h	1
LINCSKD_6241	RARA	CGS001-5914	A549	96 h	1
LINCSKD_6242	RARB	CGS001-5915	A549	96 h	1
LINCSKD_6243	RARG	CGS001-5916	A549	96 h	1
LINCSKD_6244	RARRES1	CGS001-5918	A549	96 h	1
LINCSKD_6245	RARRES3	CGS001-5920	A549	96 h	1
LINCSKD_6246	RASA1	CGS001-5921	A549	96 h	1
LINCSKD_6247	RASD1	CGS001-51655	A549	96 h	1
LINCSKD_6248	RASGRP1	CGS001-10125	A549	96 h	1
LINCSKD_6249	RASGRP4	CGS001-115727	A549	96 h	1
LINCSKD_6250	RASSF1	CGS001-11186	A549	96 h	1
LINCSKD_6251	RASSF2	CGS001-9770	A549	96 h	1
LINCSKD_6252	RASSF5	CGS001-83593	A549	96 h	1
LINCSKD_6253	RAVER1	CGS001-125950	A549	96 h	1
LINCSKD_6254	RB1	CGS001-5925	A549	96 h	1
LINCSKD_6255	RBBP4	CGS001-5928	A549	96 h	1
LINCSKD_6256	RBBP6	CGS001-5930	A549	96 h	1
LINCSKD_6257	RBBP7	CGS001-5931	A549	96 h	1
LINCSKD_6258	RBBP8	CGS001-5932	A549	96 h	1
LINCSKD_6259	RBCK1	CGS001-10616	A549	96 h	1
LINCSKD_6260	RBKS	CGS001-64080	A549	96 h	1
LINCSKD_6261	RBL1	CGS001-5933	A549	96 h	1
LINCSKD_6262	RBL2	CGS001-5934	A549	96 h	1
LINCSKD_6263	RBM15B	CGS001-29890	A549	96 h	1
LINCSKD_6264	RBM34	CGS001-23029	A549	96 h	1
LINCSKD_6265	RBM6	CGS001-10180	A549	96 h	1
LINCSKD_6266	RBMS1	CGS001-5937	A549	96 h	1
LINCSKD_6267	RBMX	CGS001-27316	A549	96 h	1
LINCSKD_6268	RBP1	CGS001-5947	A549	96 h	1
LINCSKD_6269	RBP4	CGS001-5950	A549	96 h	1
LINCSKD_6270	RBPJ	CGS001-3516	A549	96 h	1
LINCSKD_6271	RBX1	CGS001-9978	A549	96 h	1
LINCSKD_6272	RCCD1	CGS001-91433	A549	96 h	1
LINCSKD_6273	RCHY1	CGS001-25898	A549	96 h	1
LINCSKD_6274	RDBP	CGS001-7936	A549	96 h	1
LINCSKD_6275	RDH11	CGS001-51109	A549	96 h	1
LINCSKD_6276	RDH14	CGS001-57665	A549	96 h	1
LINCSKD_6277	RDX	CGS001-5962	A549	96 h	1
LINCSKD_6278	REEP5	CGS001-7905	A549	96 h	1
LINCSKD_6279	REL	CGS001-5966	A549	96 h	1
LINCSKD_6280	RELA	CGS001-5970	A549	96 h	1
LINCSKD_6281	RELB	CGS001-5971	A549	96 h	1
LINCSKD_6282	RELN	CGS001-5649	A549	96 h	1
LINCSKD_6283	RERG	CGS001-85004	A549	96 h	1
LINCSKD_6284	RET	CGS001-5979	A549	96 h	1
LINCSKD_6285	RETSAT	CGS001-54884	A549	96 h	1
LINCSKD_6286	RFC1	CGS001-5981	A549	96 h	1
LINCSKD_6287	RFC2	CGS001-5982	A549	96 h	1
LINCSKD_6288	RFC5	CGS001-5985	A549	96 h	1
LINCSKD_6289	RFK	CGS001-55312	A549	96 h	1
LINCSKD_6290	RFNG	CGS001-5986	A549	96 h	1
LINCSKD_6291	RFWD2	CGS001-64326	A549	96 h	1
LINCSKD_6292	RFX4	CGS001-5992	A549	96 h	1
LINCSKD_6293	RFX5	CGS001-5993	A549	96 h	1
LINCSKD_6294	RFX6	CGS001-222546	A549	96 h	1
LINCSKD_6295	RFXANK	CGS001-8625	A549	96 h	1
LINCSKD_6296	RGS16	CGS001-6004	A549	96 h	1
LINCSKD_6297	RGS18	CGS001-64407	A549	96 h	1
LINCSKD_6298	RGS19	CGS001-10287	A549	96 h	1
LINCSKD_6299	RGS2	CGS001-5997	A549	96 h	1
LINCSKD_6300	RGS4	CGS001-5999	A549	96 h	1
LINCSKD_6301	RHEB	CGS001-6009	A549	96 h	1
LINCSKD_6302	RHOA	CGS001-387	A549	96 h	1
LINCSKD_6303	RHOB	CGS001-388	A549	96 h	1
LINCSKD_6304	RHOBTB1	CGS001-9886	A549	96 h	1
LINCSKD_6305	RHOD	CGS001-29984	A549	96 h	1
LINCSKD_6306	RICTOR	CGS001-253260	A549	96 h	1
LINCSKD_6307	RIOK2	CGS001-55781	A549	96 h	1
LINCSKD_6308	RIOK3	CGS001-8780	A549	96 h	1
LINCSKD_6309	RIPK1	CGS001-8737	A549	96 h	1
LINCSKD_6310	RIPK2	CGS001-8767	A549	96 h	1
LINCSKD_6311	RIPK3	CGS001-11035	A549	96 h	1
LINCSKD_6312	RIPK4	CGS001-54101	A549	96 h	1
LINCSKD_6313	RIT1	CGS001-6016	A549	96 h	1
LINCSKD_6314	RNASE4	CGS001-6038	A549	96 h	1
LINCSKD_6315	RNASET2	CGS001-8635	A549	96 h	1
LINCSKD_6316	RND3	CGS001-390	A549	96 h	1
LINCSKD_6317	RNF11	CGS001-26994	A549	96 h	1
LINCSKD_6318	RNF123	CGS001-63891	A549	96 h	1
LINCSKD_6319	RNF125	CGS001-54941	A549	96 h	1
LINCSKD_6320	RNF138	CGS001-51444	A549	96 h	1
LINCSKD_6321	RNF14	CGS001-9604	A549	96 h	1
LINCSKD_6322	RNF145	CGS001-153830	A549	96 h	1
LINCSKD_6323	RNF166	CGS001-115992	A549	96 h	1
LINCSKD_6324	RNF167	CGS001-26001	A549	96 h	1
LINCSKD_6325	RNF186	CGS001-54546	A549	96 h	1
LINCSKD_6326	RNF5	CGS001-6048	A549	96 h	1
LINCSKD_6327	RNF7	CGS001-9616	A549	96 h	1
LINCSKD_6328	RNGTT	CGS001-8732	A549	96 h	1
LINCSKD_6329	RNH1	CGS001-6050	A549	96 h	1
LINCSKD_6330	RNLS	CGS001-55328	A549	96 h	1
LINCSKD_6331	RNMT	CGS001-8731	A549	96 h	1
LINCSKD_6332	RNPS1	CGS001-10921	A549	96 h	1
LINCSKD_6333	ROCK1	CGS001-6093	A549	96 h	1
LINCSKD_6334	ROCK2	CGS001-9475	A549	96 h	1
LINCSKD_6335	RORC	CGS001-6097	A549	96 h	1
LINCSKD_6336	ROS1	CGS001-6098	A549	96 h	1
LINCSKD_6337	RPA1	CGS001-6117	A549	96 h	1
LINCSKD_6338	RPA2	CGS001-6118	A549	96 h	1
LINCSKD_6339	RPA3	CGS001-6119	A549	96 h	1
LINCSKD_6340	RPF1	CGS001-80135	A549	96 h	1
LINCSKD_6341	RPIA	CGS001-22934	A549	96 h	1
LINCSKD_6342	RPL22	CGS001-6146	A549	96 h	1
LINCSKD_6343	RPL39L	CGS001-116832	A549	96 h	1
LINCSKD_6344	RPN1	CGS001-6184	A549	96 h	1
LINCSKD_6345	RPN2	CGS001-6185	A549	96 h	1
LINCSKD_6346	RPP38	CGS001-10557	A549	96 h	1
LINCSKD_6347	RPS10	CGS001-6204	A549	96 h	1
LINCSKD_6348	RPS13	CGS001-6207	A549	96 h	1
LINCSKD_6349	RPS14	CGS001-6208	A549	96 h	1
LINCSKD_6350	RPS15A	CGS001-6210	A549	96 h	1
LINCSKD_6351	RPS16	CGS001-6217	A549	96 h	1
LINCSKD_6352	RPS19	CGS001-6223	A549	96 h	1
LINCSKD_6353	RPS27A	CGS001-6233	A549	96 h	1
LINCSKD_6354	RPS3	CGS001-6188	A549	96 h	1
LINCSKD_6355	RPS3A	CGS001-6189	A549	96 h	1
LINCSKD_6356	RPS5	CGS001-6193	A549	96 h	1
LINCSKD_6357	RPS6	CGS001-6194	A549	96 h	1
LINCSKD_6358	RPS6KA1	CGS001-6195	A549	96 h	1
LINCSKD_6359	RPS6KA2	CGS001-6196	A549	96 h	1
LINCSKD_6360	RPS6KA3	CGS001-6197	A549	96 h	1
LINCSKD_6361	RPS6KA4	CGS001-8986	A549	96 h	1
LINCSKD_6362	RPS6KA5	CGS001-9252	A549	96 h	1
LINCSKD_6363	RPS6KB1	CGS001-6198	A549	96 h	1
LINCSKD_6364	RPS6KL1	CGS001-83694	A549	96 h	1
LINCSKD_6365	RPS9	CGS001-6203	A549	96 h	1
LINCSKD_6366	RPTOR	CGS001-57521	A549	96 h	1
LINCSKD_6367	RRAGA	CGS001-10670	A549	96 h	1
LINCSKD_6368	RRAGB	CGS001-10325	A549	96 h	1
LINCSKD_6369	RRAGC	CGS001-64121	A549	96 h	1
LINCSKD_6370	RRAGD	CGS001-58528	A549	96 h	1
LINCSKD_6371	RRM1	CGS001-6240	A549	96 h	1
LINCSKD_6372	RRP12	CGS001-23223	A549	96 h	1
LINCSKD_6373	RRP1B	CGS001-23076	A549	96 h	1
LINCSKD_6374	RRP8	CGS001-23378	A549	96 h	1
LINCSKD_6375	RRS1	CGS001-23212	A549	96 h	1
LINCSKD_6376	RSPH1	CGS001-89765	A549	96 h	1
LINCSKD_6377	RSU1	CGS001-6251	A549	96 h	1
LINCSKD_6378	RTCD1	CGS001-8634	A549	96 h	1
LINCSKD_6379	RTEL1	CGS001-51750	A549	96 h	1
LINCSKD_6380	RUFY1	CGS001-80230	A549	96 h	1
LINCSKD_6381	RUNX1	CGS001-861	A549	96 h	1
LINCSKD_6382	RUVBL1	CGS001-8607	A549	96 h	1
LINCSKD_6383	RUVBL2	CGS001-10856	A549	96 h	1
LINCSKD_6384	RXFP1	CGS001-59350	A549	96 h	1
LINCSKD_6385	RXFP4	CGS001-339403	A549	96 h	1
LINCSKD_6386	RXRA	CGS001-6256	A549	96 h	1
LINCSKD_6387	RXRB	CGS001-6257	A549	96 h	1
LINCSKD_6388	RXRG	CGS001-6258	A549	96 h	1
LINCSKD_6389	RYBP	CGS001-23429	A549	96 h	1
LINCSKD_6390	RYK	CGS001-6259	A549	96 h	1
LINCSKD_6391	S100A1	CGS001-6271	A549	96 h	1
LINCSKD_6392	S100A11	CGS001-6282	A549	96 h	1
LINCSKD_6393	S100A13	CGS001-6284	A549	96 h	1
LINCSKD_6394	S100A4	CGS001-6275	A549	96 h	1
LINCSKD_6395	S100A6	CGS001-6277	A549	96 h	1
LINCSKD_6396	S100B	CGS001-6285	A549	96 h	1
LINCSKD_6397	S100P	CGS001-6286	A549	96 h	1
LINCSKD_6398	S100Z	CGS001-170591	A549	96 h	1
LINCSKD_6399	S1PR3	CGS001-1903	A549	96 h	1
LINCSKD_6400	SACM1L	CGS001-22908	A549	96 h	1
LINCSKD_6401	SALL4	CGS001-57167	A549	96 h	1
LINCSKD_6402	SAP18	CGS001-10284	A549	96 h	1
LINCSKD_6403	SAR1B	CGS001-51128	A549	96 h	1
LINCSKD_6404	SARS	CGS001-6301	A549	96 h	1
LINCSKD_6405	SAT1	CGS001-6303	A549	96 h	1
LINCSKD_6406	SATB1	CGS001-6304	A549	96 h	1
LINCSKD_6407	SATB2	CGS001-23314	A549	96 h	1
LINCSKD_6408	SBNO1	CGS001-55206	A549	96 h	1
LINCSKD_6409	SC5DL	CGS001-6309	A549	96 h	1
LINCSKD_6410	SCAF8	CGS001-22828	A549	96 h	1
LINCSKD_6411	SCAND1	CGS001-51282	A549	96 h	1
LINCSKD_6412	SCAP	CGS001-22937	A549	96 h	1
LINCSKD_6413	SCARB1	CGS001-949	A549	96 h	1
LINCSKD_6414	SCCPDH	CGS001-51097	A549	96 h	1
LINCSKD_6415	SCMH1	CGS001-22955	A549	96 h	1
LINCSKD_6416	SCN9A	CGS001-6335	A549	96 h	1
LINCSKD_6417	SCNN1A	CGS001-6337	A549	96 h	1
LINCSKD_6418	SCP2	CGS001-6342	A549	96 h	1
LINCSKD_6419	SCRN1	CGS001-9805	A549	96 h	1
LINCSKD_6420	SCUBE1	CGS001-80274	A549	96 h	1
LINCSKD_6421	SCYL3	CGS001-57147	A549	96 h	1
LINCSKD_6422	SDF2L1	CGS001-23753	A549	96 h	1
LINCSKD_6423	SDHA	CGS001-6389	A549	96 h	1
LINCSKD_6424	SDHB	CGS001-6390	A549	96 h	1
LINCSKD_6425	SDHC	CGS001-6391	A549	96 h	1
LINCSKD_6426	SDHD	CGS001-6392	A549	96 h	1
LINCSKD_6427	SEC14L1	CGS001-6397	A549	96 h	1
LINCSKD_6428	SEC16A	CGS001-9919	A549	96 h	1
LINCSKD_6429	SEC24B	CGS001-10427	A549	96 h	1
LINCSKD_6430	SEC24C	CGS001-9632	A549	96 h	1
LINCSKD_6431	SEC24D	CGS001-9871	A549	96 h	1
LINCSKD_6432	SEC61A2	CGS001-55176	A549	96 h	1
LINCSKD_6433	SENP2	CGS001-59343	A549	96 h	1
LINCSKD_6434	SENP5	CGS001-205564	A549	96 h	1
LINCSKD_6435	SENP6	CGS001-26054	A549	96 h	1
LINCSKD_6436	SEPX1	CGS001-51734	A549	96 h	1
LINCSKD_6437	SERINC3	CGS001-10955	A549	96 h	1
LINCSKD_6438	SERPINA1	CGS001-5265	A549	96 h	1
LINCSKD_6439	SERPINA5	CGS001-5104	A549	96 h	1
LINCSKD_6440	SERPINA6	CGS001-866	A549	96 h	1
LINCSKD_6441	SERPINA7	CGS001-6906	A549	96 h	1
LINCSKD_6442	SERPINB2	CGS001-5055	A549	96 h	1
LINCSKD_6443	SERPINB5	CGS001-5268	A549	96 h	1
LINCSKD_6444	SERPINB6	CGS001-5269	A549	96 h	1
LINCSKD_6445	SERPINC1	CGS001-462	A549	96 h	1
LINCSKD_6446	SERPIND1	CGS001-3053	A549	96 h	1
LINCSKD_6447	SERPINE1	CGS001-5054	A549	96 h	1
LINCSKD_6448	SERPINF2	CGS001-5345	A549	96 h	1
LINCSKD_6449	SERPINH1	CGS001-871	A549	96 h	1
LINCSKD_6450	SERTAD3	CGS001-29946	A549	96 h	1
LINCSKD_6451	SESN1	CGS001-27244	A549	96 h	1
LINCSKD_6452	SET	CGS001-6418	A549	96 h	1
LINCSKD_6453	SETD1B	CGS001-23067	A549	96 h	1
LINCSKD_6454	SETD7	CGS001-80854	A549	96 h	1
LINCSKD_6455	SETDB1	CGS001-9869	A549	96 h	1
LINCSKD_6456	SF1	CGS001-7536	A549	96 h	1
LINCSKD_6457	SF3B1	CGS001-23451	A549	96 h	1
LINCSKD_6458	SFMBT1	CGS001-51460	A549	96 h	1
LINCSKD_6459	SFN	CGS001-2810	A549	96 h	1
LINCSKD_6460	SFPQ	CGS001-6421	A549	96 h	1
LINCSKD_6461	SGK1	CGS001-6446	A549	96 h	1
LINCSKD_6462	SGK3	CGS001-23678	A549	96 h	1
LINCSKD_6463	SGPL1	CGS001-8879	A549	96 h	1
LINCSKD_6464	SH2B3	CGS001-10019	A549	96 h	1
LINCSKD_6465	SH3BP5	CGS001-9467	A549	96 h	1
LINCSKD_6466	SH3GL1	CGS001-6455	A549	96 h	1
LINCSKD_6467	SHB	CGS001-6461	A549	96 h	1
LINCSKD_6468	SHC1	CGS001-6464	A549	96 h	1
LINCSKD_6469	SHC4	CGS001-399694	A549	96 h	1
LINCSKD_6470	SHH	CGS001-6469	A549	96 h	1
LINCSKD_6471	SHMT2	CGS001-6472	A549	96 h	1
LINCSKD_6472	SIAH1	CGS001-6477	A549	96 h	1
LINCSKD_6473	SIAH2	CGS001-6478	A549	96 h	1
LINCSKD_6474	SIK1	CGS001-150094	A549	96 h	1
LINCSKD_6475	SIK3	CGS001-23387	A549	96 h	1
LINCSKD_6476	SIM2	CGS001-6493	A549	96 h	1
LINCSKD_6477	SIN3A	CGS001-25942	A549	96 h	1
LINCSKD_6478	SIRPG	CGS001-55423	A549	96 h	1
LINCSKD_6479	SIRT1	CGS001-23411	A549	96 h	1
LINCSKD_6480	SIRT2	CGS001-22933	A549	96 h	1
LINCSKD_6481	SIRT3	CGS001-23410	A549	96 h	1
LINCSKD_6482	SIRT5	CGS001-23408	A549	96 h	1
LINCSKD_6483	SIRT6	CGS001-51548	A549	96 h	1
LINCSKD_6484	SIRT7	CGS001-51547	A549	96 h	1
LINCSKD_6485	SIX2	CGS001-10736	A549	96 h	1
LINCSKD_6486	SIX4	CGS001-51804	A549	96 h	1
LINCSKD_6487	SKAP2	CGS001-8935	A549	96 h	1
LINCSKD_6488	SKIV2L	CGS001-6499	A549	96 h	1
LINCSKD_6489	SKP1	CGS001-6500	A549	96 h	1
LINCSKD_6490	SKP2	CGS001-6502	A549	96 h	1
LINCSKD_6491	SLC11A2	CGS001-4891	A549	96 h	1
LINCSKD_6492	SLC12A2	CGS001-6558	A549	96 h	1
LINCSKD_6493	SLC12A7	CGS001-10723	A549	96 h	1
LINCSKD_6494	SLC16A1	CGS001-6566	A549	96 h	1
LINCSKD_6495	SLC16A2	CGS001-6567	A549	96 h	1
LINCSKD_6496	SLC16A3	CGS001-9123	A549	96 h	1
LINCSKD_6497	SLC16A4	CGS001-9122	A549	96 h	1
LINCSKD_6498	SLC16A5	CGS001-9121	A549	96 h	1
LINCSKD_6499	SLC16A6	CGS001-9120	A549	96 h	1
LINCSKD_6500	SLC1A1	CGS001-6505	A549	96 h	1
LINCSKD_6501	SLC1A4	CGS001-6509	A549	96 h	1
LINCSKD_6502	SLC1A5	CGS001-6510	A549	96 h	1
LINCSKD_6503	SLC1A6	CGS001-6511	A549	96 h	1
LINCSKD_6504	SLC22A18	CGS001-5002	A549	96 h	1
LINCSKD_6505	SLC22A23	CGS001-63027	A549	96 h	1
LINCSKD_6506	SLC22A4	CGS001-6583	A549	96 h	1
LINCSKD_6507	SLC22A5	CGS001-6584	A549	96 h	1
LINCSKD_6508	SLC25A1	CGS001-6576	A549	96 h	1
LINCSKD_6509	SLC25A12	CGS001-8604	A549	96 h	1
LINCSKD_6510	SLC25A13	CGS001-10165	A549	96 h	1
LINCSKD_6511	SLC25A14	CGS001-9016	A549	96 h	1
LINCSKD_6512	SLC25A15	CGS001-10166	A549	96 h	1
LINCSKD_6513	SLC25A20	CGS001-788	A549	96 h	1
LINCSKD_6514	SLC25A22	CGS001-79751	A549	96 h	1
LINCSKD_6515	SLC25A24	CGS001-29957	A549	96 h	1
LINCSKD_6516	SLC25A28	CGS001-81894	A549	96 h	1
LINCSKD_6517	SLC25A32	CGS001-81034	A549	96 h	1
LINCSKD_6518	SLC25A4	CGS001-291	A549	96 h	1
LINCSKD_6519	SLC25A46	CGS001-91137	A549	96 h	1
LINCSKD_6520	SLC25A5	CGS001-292	A549	96 h	1
LINCSKD_6521	SLC25A6	CGS001-293	A549	96 h	1
LINCSKD_6522	SLC27A3	CGS001-11000	A549	96 h	1
LINCSKD_6523	SLC29A2	CGS001-3177	A549	96 h	1
LINCSKD_6524	SLC2A1	CGS001-6513	A549	96 h	1
LINCSKD_6525	SLC2A2	CGS001-6514	A549	96 h	1
LINCSKD_6526	SLC2A4RG	CGS001-56731	A549	96 h	1
LINCSKD_6527	SLC2A6	CGS001-11182	A549	96 h	1
LINCSKD_6528	SLC30A2	CGS001-7780	A549	96 h	1
LINCSKD_6529	SLC30A8	CGS001-169026	A549	96 h	1
LINCSKD_6530	SLC35A1	CGS001-10559	A549	96 h	1
LINCSKD_6531	SLC35A3	CGS001-23443	A549	96 h	1
LINCSKD_6532	SLC35B1	CGS001-10237	A549	96 h	1
LINCSKD_6533	SLC35F2	CGS001-54733	A549	96 h	1
LINCSKD_6534	SLC36A1	CGS001-206358	A549	96 h	1
LINCSKD_6535	SLC36A4	CGS001-120103	A549	96 h	1
LINCSKD_6536	SLC37A4	CGS001-2542	A549	96 h	1
LINCSKD_6537	SLC38A1	CGS001-81539	A549	96 h	1
LINCSKD_6538	SLC38A2	CGS001-54407	A549	96 h	1
LINCSKD_6539	SLC38A3	CGS001-10991	A549	96 h	1
LINCSKD_6540	SLC39A6	CGS001-25800	A549	96 h	1
LINCSKD_6541	SLC39A8	CGS001-64116	A549	96 h	1
LINCSKD_6542	SLC3A1	CGS001-6519	A549	96 h	1
LINCSKD_6543	SLC3A2	CGS001-6520	A549	96 h	1
LINCSKD_6544	SLC5A6	CGS001-8884	A549	96 h	1
LINCSKD_6545	SLC6A14	CGS001-11254	A549	96 h	1
LINCSKD_6546	SLC6A8	CGS001-6535	A549	96 h	1
LINCSKD_6547	SLC7A1	CGS001-6541	A549	96 h	1
LINCSKD_6548	SLC7A11	CGS001-23657	A549	96 h	1
LINCSKD_6549	SLC7A5	CGS001-8140	A549	96 h	1
LINCSKD_6550	SLC7A9	CGS001-11136	A549	96 h	1
LINCSKD_6551	SLC9A1	CGS001-6548	A549	96 h	1
LINCSKD_6552	SLK	CGS001-9748	A549	96 h	1
LINCSKD_6553	SMAD1	CGS001-4086	A549	96 h	1
LINCSKD_6554	SMAD2	CGS001-4087	A549	96 h	1
LINCSKD_6555	SMAD3	CGS001-4088	A549	96 h	1
LINCSKD_6556	SMAD4	CGS001-4089	A549	96 h	1
LINCSKD_6557	SMAD6	CGS001-4091	A549	96 h	1
LINCSKD_6558	SMAD7	CGS001-4092	A549	96 h	1
LINCSKD_6559	SMARCA2	CGS001-6595	A549	96 h	1
LINCSKD_6560	SMARCA4	CGS001-6597	A549	96 h	1
LINCSKD_6561	SMARCA5	CGS001-8467	A549	96 h	1
LINCSKD_6562	SMARCAD1	CGS001-56916	A549	96 h	1
LINCSKD_6563	SMARCB1	CGS001-6598	A549	96 h	1
LINCSKD_6564	SMARCC1	CGS001-6599	A549	96 h	1
LINCSKD_6565	SMARCC2	CGS001-6601	A549	96 h	1
LINCSKD_6566	SMARCD2	CGS001-6603	A549	96 h	1
LINCSKD_6567	SMARCE1	CGS001-6605	A549	96 h	1
LINCSKD_6568	SMC3	CGS001-9126	A549	96 h	1
LINCSKD_6569	SMC4	CGS001-10051	A549	96 h	1
LINCSKD_6570	SMG7	CGS001-9887	A549	96 h	1
LINCSKD_6571	SMNDC1	CGS001-10285	A549	96 h	1
LINCSKD_6572	SMO	CGS001-6608	A549	96 h	1
LINCSKD_6573	SMOC2	CGS001-64094	A549	96 h	1
LINCSKD_6574	SMS	CGS001-6611	A549	96 h	1
LINCSKD_6575	SMU1	CGS001-55234	A549	96 h	1
LINCSKD_6576	SMURF1	CGS001-57154	A549	96 h	1
LINCSKD_6577	SMURF2	CGS001-64750	A549	96 h	1
LINCSKD_6578	SMYD3	CGS001-64754	A549	96 h	1
LINCSKD_6579	SNAI2	CGS001-6591	A549	96 h	1
LINCSKD_6580	SNAI3	CGS001-333929	A549	96 h	1
LINCSKD_6581	SNAPC1	CGS001-6617	A549	96 h	1
LINCSKD_6582	SNAPC4	CGS001-6621	A549	96 h	1
LINCSKD_6583	SNCA	CGS001-6622	A549	96 h	1
LINCSKD_6584	SNF8	CGS001-11267	A549	96 h	1
LINCSKD_6585	SNRNP70	CGS001-6625	A549	96 h	1
LINCSKD_6586	SNRPA	CGS001-6626	A549	96 h	1
LINCSKD_6587	SNRPD1	CGS001-6632	A549	96 h	1
LINCSKD_6588	SNW1	CGS001-22938	A549	96 h	1
LINCSKD_6589	SNX11	CGS001-29916	A549	96 h	1
LINCSKD_6590	SNX13	CGS001-23161	A549	96 h	1
LINCSKD_6591	SNX17	CGS001-9784	A549	96 h	1
LINCSKD_6592	SNX2	CGS001-6643	A549	96 h	1
LINCSKD_6593	SNX6	CGS001-58533	A549	96 h	1
LINCSKD_6594	SNX7	CGS001-51375	A549	96 h	1
LINCSKD_6595	SOCS1	CGS001-8651	A549	96 h	1
LINCSKD_6596	SOCS2	CGS001-8835	A549	96 h	1
LINCSKD_6597	SOCS5	CGS001-9655	A549	96 h	1
LINCSKD_6598	SOD1	CGS001-6647	A549	96 h	1
LINCSKD_6599	SOD2	CGS001-6648	A549	96 h	1
LINCSKD_6600	SORBS3	CGS001-10174	A549	96 h	1
LINCSKD_6601	SORD	CGS001-6652	A549	96 h	1
LINCSKD_6602	SORT1	CGS001-6272	A549	96 h	1
LINCSKD_6603	SOS1	CGS001-6654	A549	96 h	1
LINCSKD_6604	SOS2	CGS001-6655	A549	96 h	1
LINCSKD_6605	SOX10	CGS001-6663	A549	96 h	1
LINCSKD_6606	SOX11	CGS001-6664	A549	96 h	1
LINCSKD_6607	SOX2	CGS001-6657	A549	96 h	1
LINCSKD_6608	SOX3	CGS001-6658	A549	96 h	1
LINCSKD_6609	SOX4	CGS001-6659	A549	96 h	1
LINCSKD_6610	SP100	CGS001-6672	A549	96 h	1
LINCSKD_6611	SP110	CGS001-3431	A549	96 h	1
LINCSKD_6612	SP140	CGS001-11262	A549	96 h	1
LINCSKD_6613	SP140L	CGS001-93349	A549	96 h	1
LINCSKD_6614	SP3	CGS001-6670	A549	96 h	1
LINCSKD_6615	SPA17	CGS001-53340	A549	96 h	1
LINCSKD_6616	SPAG4	CGS001-6676	A549	96 h	1
LINCSKD_6617	SPAG7	CGS001-9552	A549	96 h	1
LINCSKD_6618	SPARC	CGS001-6678	A549	96 h	1
